 ab inito points for HO2 Data: 2007/3/17. modifie le 29oct2007: th = 0.0, 180.0   
   n1 n2  n3    r(OH)       th(OOH)      r(OO)      V(MRCI) 
  30  12  29   13.000000  110.000000   12.500000  -150.48691523
  30  12  30   13.000000  110.000000   14.000000  -150.48691741
  30  12  31   13.000000  110.000000   16.000000  -150.48691487
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  13   1   13.000000  120.000000    1.400000  -149.52459695
  30  13   2   13.000000  120.000000    1.650000  -150.28653925
  30  13   3   13.000000  120.000000    1.720000  -150.39996389
  30  13   4   13.000000  120.000000    1.810000  -150.50593561
  30  13   5   13.000000  120.000000    1.900000  -150.57795476
  30  13   6   13.000000  120.000000    2.100000  -150.65806156
  30  13   7   13.000000  120.000000    2.200000  -150.67184080
  30  13   8   13.000000  120.000000    2.250000  -150.67451424
  30  13   9   13.000000  120.000000    2.300000  -150.67501270
  30  13  10   13.000000  120.000000    2.400000  -150.67096809
  30  13  11   13.000000  120.000000    2.500000  -150.66212701
  30  13  12   13.000000  120.000000    2.550000  -150.65646706
  30  13  13   13.000000  120.000000    2.600000  -150.65021080
  30  13  14   13.000000  120.000000    2.700000  -150.63644455
  30  13  15   13.000000  120.000000    2.800000  -150.62170478
  30  13  16   13.000000  120.000000    3.000000  -150.59166968
  30  13  17   13.000000  120.000000    3.250000  -150.55690562
  30  13  18   13.000000  120.000000    3.500000  -150.52852098
  30  13  19   13.000000  120.000000    3.800000  -150.50389117
  30  13  20   13.000000  120.000000    4.200000  -150.49490238
  30  13  21   13.000000  120.000000    4.800000  -150.48988112
  30  13  22   13.000000  120.000000    5.500000  -150.48798062
  30  13  23   13.000000  120.000000    6.500000  -150.48721587
  30  13  24   13.000000  120.000000    7.300000  -150.48711836
  30  13  25   13.000000  120.000000    8.000000  -150.48697674
  30  13  26   13.000000  120.000000    8.800000  -150.48698729
  30  13  27   13.000000  120.000000    9.500000  -150.48696062
  30  13  28   13.000000  120.000000   11.000000  -150.48693229
  30  13  29   13.000000  120.000000   12.500000  -150.48692187
  30  13  30   13.000000  120.000000   14.000000  -150.48691363
  30  13  31   13.000000  120.000000   16.000000  -150.48691302
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  14   1   13.000000  130.000000    1.400000  -149.52459705
  30  14   2   13.000000  130.000000    1.650000  -150.28653922
  30  14   3   13.000000  130.000000    1.720000  -150.39996385
  30  14   4   13.000000  130.000000    1.810000  -150.50593557
  30  14   5   13.000000  130.000000    1.900000  -150.57795473
  30  14   6   13.000000  130.000000    2.100000  -150.65806153
  30  14   7   13.000000  130.000000    2.200000  -150.67184079
  30  14   8   13.000000  130.000000    2.250000  -150.67451423
  30  14   9   13.000000  130.000000    2.300000  -150.67501269
  30  14  10   13.000000  130.000000    2.400000  -150.67096808
  30  14  11   13.000000  130.000000    2.500000  -150.66212700
  30  14  12   13.000000  130.000000    2.550000  -150.65646705
  30  14  13   13.000000  130.000000    2.600000  -150.65021079
  30  14  14   13.000000  130.000000    2.700000  -150.63644454
  30  14  15   13.000000  130.000000    2.800000  -150.62170476
  30  14  16   13.000000  130.000000    3.000000  -150.59166965
  30  14  17   13.000000  130.000000    3.250000  -150.55690577
  30  14  18   13.000000  130.000000    3.500000  -150.52852096
  30  14  19   13.000000  130.000000    3.800000  -150.50389110
  30  14  20   13.000000  130.000000    4.200000  -150.49490230
  30  14  21   13.000000  130.000000    4.800000  -150.48988099
  30  14  22   13.000000  130.000000    5.500000  -150.48808559
  30  14  23   13.000000  130.000000    6.500000  -150.48730901
  30  14  24   13.000000  130.000000    7.300000  -150.48711670
  30  14  25   13.000000  130.000000    8.000000  -150.48703962
  30  14  26   13.000000  130.000000    8.800000  -150.48698780
  30  14  27   13.000000  130.000000    9.500000  -150.48696096
  30  14  28   13.000000  130.000000   11.000000  -150.48693230
  30  14  29   13.000000  130.000000   12.500000  -150.48692170
  30  14  30   13.000000  130.000000   14.000000  -150.48691361
  30  14  31   13.000000  130.000000   16.000000  -150.48690810
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  15   1   13.000000  140.000000    1.400000  -149.52459699
  30  15   2   13.000000  140.000000    1.650000  -150.28653918
  30  15   3   13.000000  140.000000    1.720000  -150.39996381
  30  15   4   13.000000  140.000000    1.810000  -150.50593554
  30  15   5   13.000000  140.000000    1.900000  -150.57795470
  30  15   6   13.000000  140.000000    2.100000  -150.65806153
  30  15   7   13.000000  140.000000    2.200000  -150.67184079
  30  15   8   13.000000  140.000000    2.250000  -150.67451424
  30  15   9   13.000000  140.000000    2.300000  -150.67501270
  30  15  10   13.000000  140.000000    2.400000  -150.67096811
  30  15  11   13.000000  140.000000    2.500000  -150.66212703
  30  15  12   13.000000  140.000000    2.550000  -150.65646708
  30  15  13   13.000000  140.000000    2.600000  -150.65021082
  30  15  14   13.000000  140.000000    2.700000  -150.63644456
  30  15  15   13.000000  140.000000    2.800000  -150.62170478
  30  15  16   13.000000  140.000000    3.000000  -150.59166967
  30  15  17   13.000000  140.000000    3.250000  -150.55690582
  30  15  18   13.000000  140.000000    3.500000  -150.52852148
  30  15  19   13.000000  140.000000    3.800000  -150.50389109
  30  15  20   13.000000  140.000000    4.200000  -150.49490226
  30  15  21   13.000000  140.000000    4.800000  -150.48988099
  30  15  22   13.000000  140.000000    5.500000  -150.48809078
  30  15  23   13.000000  140.000000    6.500000  -150.48721578
  30  15  24   13.000000  140.000000    7.300000  -150.48711633
  30  15  25   13.000000  140.000000    8.000000  -150.48703998
  30  15  26   13.000000  140.000000    8.800000  -150.48698704
  30  15  27   13.000000  140.000000    9.500000  -150.48693420
  30  15  28   13.000000  140.000000   11.000000  -150.48693229
  30  15  29   13.000000  140.000000   12.500000  -150.48692152
  30  15  30   13.000000  140.000000   14.000000  -150.48691360
  30  15  31   13.000000  140.000000   16.000000  -150.48691488
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  16   1   13.000000  150.000000    1.400000  -149.52459680
  30  16   2   13.000000  150.000000    1.650000  -150.28653912
  30  16   3   13.000000  150.000000    1.720000  -150.39996376
  30  16   4   13.000000  150.000000    1.810000  -150.50593550
  30  16   5   13.000000  150.000000    1.900000  -150.57795467
  30  16   6   13.000000  150.000000    2.100000  -150.65806153
  30  16   7   13.000000  150.000000    2.200000  -150.67184081
  30  16   8   13.000000  150.000000    2.250000  -150.67451426
  30  16   9   13.000000  150.000000    2.300000  -150.67501275
  30  16  10   13.000000  150.000000    2.400000  -150.67096814
  30  16  11   13.000000  150.000000    2.500000  -150.66212707
  30  16  12   13.000000  150.000000    2.550000  -150.65646712
  30  16  13   13.000000  150.000000    2.600000  -150.65021086
  30  16  14   13.000000  150.000000    2.700000  -150.63644460
  30  16  15   13.000000  150.000000    2.800000  -150.62170482
  30  16  16   13.000000  150.000000    3.000000  -150.59166969
  30  16  17   13.000000  150.000000    3.250000  -150.55690551
  30  16  18   13.000000  150.000000    3.500000  -150.52852056
  30  16  19   13.000000  150.000000    3.800000  -150.50389108
  30  16  20   13.000000  150.000000    4.200000  -150.49490227
  30  16  21   13.000000  150.000000    4.800000  -150.48988091
  30  16  22   13.000000  150.000000    5.500000  -150.48809204
  30  16  23   13.000000  150.000000    6.500000  -150.48721577
  30  16  24   13.000000  150.000000    7.300000  -150.48711613
  30  16  25   13.000000  150.000000    8.000000  -150.48704032
  30  16  26   13.000000  150.000000    8.800000  -150.48698689
  30  16  27   13.000000  150.000000    9.500000  -150.48696054
  30  16  28   13.000000  150.000000   11.000000  -150.48693233
  30  16  29   13.000000  150.000000   12.500000  -150.48692127
  30  16  30   13.000000  150.000000   14.000000  -150.48691757
  30  16  31   13.000000  150.000000   16.000000  -150.48692012
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  17   1   13.000000  160.000000    1.400000  -149.52459657
  30  17   2   13.000000  160.000000    1.650000  -150.28653906
  30  17   3   13.000000  160.000000    1.720000  -150.39996371
  30  17   4   13.000000  160.000000    1.810000  -150.50593546
  30  17   5   13.000000  160.000000    1.900000  -150.57795465
  30  17   6   13.000000  160.000000    2.100000  -150.65806154
  30  17   7   13.000000  160.000000    2.200000  -150.67184082
  30  17   8   13.000000  160.000000    2.250000  -150.67451428
  30  17   9   13.000000  160.000000    2.300000  -150.67501278
  30  17  10   13.000000  160.000000    2.400000  -150.67096818
  30  17  11   13.000000  160.000000    2.500000  -150.66212710
  30  17  12   13.000000  160.000000    2.550000  -150.65646715
  30  17  13   13.000000  160.000000    2.600000  -150.65021090
  30  17  14   13.000000  160.000000    2.700000  -150.63644463
  30  17  15   13.000000  160.000000    2.800000  -150.62170485
  30  17  16   13.000000  160.000000    3.000000  -150.59166971
  30  17  17   13.000000  160.000000    3.250000  -150.55690614
  30  17  18   13.000000  160.000000    3.500000  -150.52852116
  30  17  19   13.000000  160.000000    3.800000  -150.50389111
  30  17  20   13.000000  160.000000    4.200000  -150.49490228
  30  17  21   13.000000  160.000000    4.800000  -150.48988097
  30  17  22   13.000000  160.000000    5.500000  -150.48808999
  30  17  23   13.000000  160.000000    6.500000  -150.48721577
  30  17  24   13.000000  160.000000    7.300000  -150.48711787
  30  17  25   13.000000  160.000000    8.000000  -150.48704046
  30  17  26   13.000000  160.000000    8.800000  -150.48698652
  30  17  27   13.000000  160.000000    9.500000  -150.48695893
  30  17  28   13.000000  160.000000   11.000000  -150.48693260
  30  17  29   13.000000  160.000000   12.500000  -150.48692195
  30  17  30   13.000000  160.000000   14.000000  -150.48691733
  30  17  31   13.000000  160.000000   16.000000  -150.48692261
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  18   1   13.000000  170.000000    1.400000  -149.52459639
  30  18   2   13.000000  170.000000    1.650000  -150.28653902
  30  18   3   13.000000  170.000000    1.720000  -150.39996367
  30  18   4   13.000000  170.000000    1.810000  -150.50593543
  30  18   5   13.000000  170.000000    1.900000  -150.57795463
  30  18   6   13.000000  170.000000    2.100000  -150.65806154
  30  18   7   13.000000  170.000000    2.200000  -150.67184083
  30  18   8   13.000000  170.000000    2.250000  -150.67451429
  30  18   9   13.000000  170.000000    2.300000  -150.67501280
  30  18  10   13.000000  170.000000    2.400000  -150.67096821
  30  18  11   13.000000  170.000000    2.500000  -150.66212711
  30  18  12   13.000000  170.000000    2.550000  -150.65646718
  30  18  13   13.000000  170.000000    2.600000  -150.65021091
  30  18  14   13.000000  170.000000    2.700000  -150.63644466
  30  18  15   13.000000  170.000000    2.800000  -150.62170487
  30  18  16   13.000000  170.000000    3.000000  -150.59166974
  30  18  17   13.000000  170.000000    3.250000  -150.55690565
  30  18  18   13.000000  170.000000    3.500000  -150.52852108
  30  18  19   13.000000  170.000000    3.800000  -150.50389108
  30  18  20   13.000000  170.000000    4.200000  -150.49490229
  30  18  21   13.000000  170.000000    4.800000  -150.48988092
  30  18  22   13.000000  170.000000    5.500000  -150.48809071
  30  18  23   13.000000  170.000000    6.500000  -150.48721579
  30  18  24   13.000000  170.000000    7.300000  -150.48711661
  30  18  25   13.000000  170.000000    8.000000  -150.48704031
  30  18  26   13.000000  170.000000    8.800000  -150.48698718
  30  18  27   13.000000  170.000000    9.500000  -150.48695972
  30  18  28   13.000000  170.000000   11.000000  -150.48693242
  30  18  29   13.000000  170.000000   12.500000  -150.48692222
  30  18  30   13.000000  170.000000   14.000000  -150.48691736
  30  18  31   13.000000  170.000000   16.000000  -150.48691497
   0   0   0    0.000000    0.000000    0.000000     0.00000000
  30  19   1   13.000000  180.000000    1.400000  -149.52459632
  30  19   2   13.000000  180.000000    1.650000  -150.28653899
  30  19   3   13.000000  180.000000    1.720000  -150.39996365
  30  19   4   13.000000  180.000000    1.810000  -150.50593541
  30  19   5   13.000000  180.000000    1.900000  -150.57795461
  30  19   6   13.000000  180.000000    2.100000  -150.65806153
  30  19   7   13.000000  180.000000    2.200000  -150.67184083
  30  19   8   13.000000  180.000000    2.250000  -150.67451429
  30  19   9   13.000000  180.000000    2.300000  -150.67501279
  30  19  10   13.000000  180.000000    2.400000  -150.67096822
  30  19  11   13.000000  180.000000    2.500000  -150.66212713
  30  19  12   13.000000  180.000000    2.550000  -150.65646718
  30  19  13   13.000000  180.000000    2.600000  -150.65021092
  30  19  14   13.000000  180.000000    2.700000  -150.63644466
  30  19  15   13.000000  180.000000    2.800000  -150.62170487
  30  19  16   13.000000  180.000000    3.000000  -150.59166973
  30  19  17   13.000000  180.000000    3.250000  -150.55690558
  30  19  18   13.000000  180.000000    3.500000  -150.52852198
  30  19  19   13.000000  180.000000    3.800000  -150.50389110
  30  19  20   13.000000  180.000000    4.200000  -150.49490230
  30  19  21   13.000000  180.000000    4.800000  -150.48988096
  30  19  22   13.000000  180.000000    5.500000  -150.48809014
  30  19  23   13.000000  180.000000    6.500000  -150.48726507
  30  19  24   13.000000  180.000000    7.300000  -150.48711640
  30  19  25   13.000000  180.000000    8.000000  -150.48704054
  30  19  26   13.000000  180.000000    8.800000  -150.48698770
  30  19  27   13.000000  180.000000    9.500000  -150.48696057
  30  19  28   13.000000  180.000000   11.000000  -150.48693241
